comarca,serventia,n_observacoes,n_treino,n_teste,mae_cv,mae_teste,rmse_teste,melhores_params,top_features
GOIÂNIA,7ª Vara Criminal dos crimes punidos com reclusão e detenção,884,881,3,1.770852832950958,0.0,0.0,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}","[('diff_1', 0.4257169), ('diff_12', 0.14047676), ('media_movel_12', 0.106233224), ('media_movel_6', 0.09485064), ('lag_1', 0.077029735)]"
ANÁPOLIS,1ª Vara Cível,1068,1065,3,0.5534015337410618,0.00382232666015625,0.00382232666015625,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.9, 'colsample_bytree': 1.0}","[('diff_12', 0.47880313), ('diff_1', 0.22561395), ('lag_12', 0.089682996), ('lag_1', 0.08910988), ('media_movel_12', 0.067080826)]"
CIDADE OCIDENTAL,"2ª Vara (Cível, das Fazendas Públicas, de Registros Públicos e Ambiental)",1045,1042,3,0.9874399022449648,0.0068359375,0.0068359375,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.9, 'colsample_bytree': 0.9}","[('diff_12', 0.44036156), ('diff_1', 0.26428267), ('lag_1', 0.1079842), ('lag_12', 0.08354099), ('media_movel_12', 0.036046997)]"
ITAPURANGA,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",854,851,3,1.9818923246775957,0.0,0.0,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8}","[('tendencia', 0.31129834), ('media_movel_6', 0.114902265), ('media_movel_12', 0.112595454), ('diff_12', 0.1001765), ('diff_1', 0.093430504)]"
TRIBUNAL DE JUSTIÇA,GABINETE DESA. ALICE TELES DE OLIVEIRA,77,74,3,8.827260966105698,31.24928919474284,31.75751882867318,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 1.0}","[('tendencia', 0.63973457), ('diff_12', 0.08952174), ('media_movel_6', 0.07834117), ('lag_5', 0.043678693), ('lag_2', 0.029244807)]"
TRIBUNAL DE JUSTIÇA,GABINETE DES. FERNANDO BRAGA VIGGIANO,94,91,3,16.361120988542027,2.276301066080729,2.279492520560782,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.8}","[('tendencia', 0.76839954), ('std_movel_6', 0.048198838), ('diff_1', 0.04685545), ('trimestre_sin', 0.032195885), ('diff_12', 0.023862038)]"
GOIÂNIA,3º Juizado Especial Criminal,338,335,3,5.7305915990184655,15.057973225911459,17.25381644334319,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.9}","[('tendencia', 0.38583958), ('tendencia_quad', 0.22144638), ('diff_12', 0.14227946), ('media_movel_12', 0.098493315), ('diff_1', 0.04003214)]"
JOVIÂNIA,Vara Judicial,414,411,3,1.7034214827593637,0.0085296630859375,0.0085296630859375,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.9, 'colsample_bytree': 0.9}","[('diff_1', 0.27054575), ('lag_1', 0.17453751), ('diff_12', 0.15106001), ('tendencia', 0.08464435), ('tendencia_quad', 0.07342822)]"
BOM JESUS DE GOIÁS,"1ª Vara Judicial (Família e Sucessões, Infância e Juventude, Cível e Juizado Especial Cível)",730,727,3,1.8588509042282735,0.0,0.0,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}","[('diff_1', 0.20424366), ('tendencia', 0.20192124), ('diff_12', 0.17104734), ('media_movel_6', 0.12054599), ('lag_1', 0.09641745)]"
APARECIDA DE GOIÂNIA,"2ª Vara Criminal dos Crimes Dolosos contra a Vida, Tribunal do Júri e Execuções Penais (restritivas de direito, alternativas e de multa)",170,167,3,6.961929142139576,0.12425994873046875,0.12425994873046875,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}","[('diff_1', 0.29774746), ('media_movel_6', 0.20283988), ('lag_2', 0.09155598), ('tendencia', 0.08432209), ('diff_12', 0.07802671)]"
GOIÂNIA,1º Juizado Especial Criminal,417,414,3,7.467690712771554,4.478833516438802,4.780022761824058,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}","[('tendencia', 0.6163344), ('mes_sin', 0.10721673), ('diff_1', 0.054735973), ('media_movel_3', 0.049977772), ('lag_1', 0.040255718)]"
INHUMAS,Vara das Fazendas Públicas e Registros Públicos e Família e Sucessões,980,977,3,2.066378709581163,0.006134033203125,0.006134033203125,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.9, 'colsample_bytree': 1.0}","[('diff_12', 0.21935764), ('media_movel_12', 0.19304958), ('diff_1', 0.17244487), ('tendencia', 0.15245016), ('lag_1', 0.113082044)]"
LUZIÂNIA,"1ª Vara Criminal (crimes dolosos contra a vida, Pres. Trib do Juri e Execuções Penais)",234,231,3,6.517460008320056,1.1538848876953125,1.8399261802487727,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.9, 'colsample_bytree': 0.8}","[('diff_12', 0.30158815), ('tendencia', 0.24325539), ('diff_1', 0.16611296), ('media_movel_12', 0.06589149), ('lag_12', 0.06188228)]"
ÁGUAS LINDAS DE GOIÁS,"1ª Vara Cível, Família e Sucessões e da Infância e da Juventude",1068,1065,3,0.7709763352561132,0.002777099609375,0.002777099609375,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.9, 'colsample_bytree': 0.9}","[('tendencia', 0.3044673), ('media_movel_6', 0.29345772), ('diff_12', 0.10264748), ('media_movel_3', 0.07659954), ('diff_1', 0.06386469)]"
GOIÂNIA,8ª Vara Criminal dos crimes punidos com reclusão e detenção,509,506,3,3.52416479528518,0.0,0.0,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.9}","[('tendencia', 0.27728528), ('tendencia_quad', 0.17685814), ('media_movel_6', 0.16542034), ('media_movel_12', 0.15771163), ('diff_1', 0.08669578)]"
GOIÂNIA,10º Juizado Especial Cível,779,776,3,5.909417041512423,0.0,0.0,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.9}","[('media_movel_6', 0.26617324), ('tendencia', 0.25056925), ('media_movel_12', 0.2054846), ('media_movel_3', 0.17985946), ('diff_12', 0.027418671)]"
INHUMAS,"Vara Cível, Infância e Juventude e Juizado Especial Cível",1068,1065,3,1.2194510718738962,0.0,0.0,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}","[('tendencia', 0.3359678), ('media_movel_12', 0.19897485), ('diff_12', 0.16049322), ('diff_1', 0.103651956), ('lag_1', 0.06262088)]"
PLANALTINA,"1ª Vara Criminal (crimes dolosos contra a vida e Presidência do Tribunal do Júri, Execução Penal e crimes envolvendo violência doméstica)",770,767,3,1.556461500272976,0.0042266845703125,0.0042266845703125,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.9, 'colsample_bytree': 0.9}","[('diff_1', 0.21817364), ('diff_12', 0.21206768), ('tendencia', 0.1400351), ('media_movel_12', 0.13262492), ('lag_1', 0.11723534)]"
TAQUARAL DE GOIÁS,Vara Judicial,1068,1065,3,0.6961725046621207,0.0,0.0,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 1.0}","[('diff_12', 0.36666557), ('diff_1', 0.31739905), ('lag_1', 0.11912016), ('lag_12', 0.11484184), ('media_movel_12', 0.022583798)]"
PARANAIGUARA,Vara Judicial,680,677,3,1.3171233147212438,0.0,0.0,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 1.0}","[('diff_1', 0.18379557), ('diff_12', 0.1798531), ('tendencia', 0.1527595), ('media_movel_6', 0.12890534), ('lag_1', 0.069268286)]"
GOIÂNIA,28ª Vara Cível,1068,1065,3,0.7641378242794404,0.0,0.0,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 1.0}","[('diff_12', 0.33779782), ('diff_1', 0.2921656), ('lag_1', 0.16257592), ('lag_12', 0.13892369), ('media_movel_12', 0.01549361)]"
GOIÂNIA,2ª Vara Cível,949,946,3,0.8349318983721885,0.0,0.0,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.9, 'colsample_bytree': 1.0}","[('diff_12', 0.34701824), ('diff_1', 0.25903612), ('lag_12', 0.11759725), ('media_movel_3', 0.11480006), ('lag_1', 0.102034636)]"
APARECIDA DE GOIÂNIA,3ª Vara Cível,1068,1065,3,0.371446172854321,0.0,0.0,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.9}","[('diff_1', 0.3045742), ('diff_12', 0.23210849), ('lag_1', 0.15003917), ('media_movel_12', 0.12572144), ('media_movel_3', 0.08248562)]"
GOIÂNIA,1º Juizado de Violência Doméstica e Familiar contra a Mulher,683,680,3,3.5853939807182917,0.01540374755859375,0.01540374755859375,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.9, 'colsample_bytree': 1.0}","[('diff_12', 0.19187173), ('media_movel_12', 0.17436017), ('media_movel_6', 0.16451365), ('lag_12', 0.12772821), ('diff_1', 0.12418226)]"
ÁGUAS LINDAS DE GOIÁS,"2ª Vara Cível, Família e Sucessões",1068,1065,3,0.6863279367220603,0.0,0.0,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}","[('diff_12', 0.30410644), ('media_movel_12', 0.18429418), ('lag_12', 0.12017097), ('diff_1', 0.11740722), ('media_movel_6', 0.09100305)]"
ARAGARÇAS,"2ª Vara Judicial (Fazendas Públicas, Criminal, Execução Penal e Juizado Criminal)",1068,1065,3,0.7259315571758034,0.0,0.0,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 1.0}","[('diff_12', 0.50791055), ('diff_1', 0.20254028), ('lag_1', 0.0903455), ('lag_12', 0.053485136), ('media_movel_6', 0.048508145)]"
ARAÇU,Vara Judicial,774,771,3,1.0485832030773161,0.0,0.0,"{'n_estimators': 200, 'max_depth': 5, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 1.0}","[('diff_1', 0.38621867), ('diff_12', 0.22192264), ('lag_12', 0.10369455), ('media_movel_3', 0.07504943), ('lag_1', 0.07302819)]"
CERES,Juizado Especial Cível e Criminal,732,729,3,2.6647530913550006,0.034332275390625,0.034332275390625,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.9}","[('diff_12', 0.20205817), ('diff_1', 0.16374396), ('tendencia_quad', 0.1351295), ('media_movel_12', 0.11540964), ('tendencia', 0.11414925)]"
PLANALTINA,2ª Vara Criminal (crimes em geral),299,296,3,5.6906550993627425,0.1055145263671875,0.1055145263671875,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.05, 'subsample': 1.0, 'colsample_bytree': 1.0}","[('tendencia', 0.63054824), ('diff_12', 0.1278746), ('diff_1', 0.060802005), ('lag_5', 0.05569981), ('lag_1', 0.0345837)]"
LUZIÂNIA,1ª Vara de Família e Sucessões,485,482,3,4.832709502983093,0.00727081298828125,0.00727081298828125,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 1.0}","[('tendencia', 0.5738083), ('media_movel_12', 0.1138778), ('diff_1', 0.09456585), ('diff_12', 0.087935805), ('lag_12', 0.03941506)]"
TRIBUNAL DE JUSTIÇA,GABINETE DES. WILD AFONSO OGAWA,56,53,3,7.8554817246792386,46.98717435201009,55.66576688191931,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.9}","[('diff_12', 0.61195785), ('diff_1', 0.2973374), ('lag_2', 0.03177824), ('lag_1', 0.026368262), ('lag_6', 0.018338867)]"
MAURILÂNDIA,Vara Judicial,1068,1065,3,1.2288779317564882,0.0,0.0,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.9}","[('diff_1', 0.24204963), ('diff_12', 0.16747712), ('tendencia_quad', 0.14422618), ('media_movel_12', 0.1404959), ('lag_1', 0.107856125)]"
TRIBUNAL DE JUSTIÇA,GABINETE DES. JERONYMO PEDRO VILLAS BOAS,182,179,3,7.535979049405147,5.769938151041667,6.6826265606192425,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.9}","[('tendencia', 0.63159996), ('diff_12', 0.06531399), ('media_movel_3', 0.060704943), ('diff_1', 0.05029786), ('trimestre_cos', 0.049794037)]"
GOIÂNIA,14ª Vara Cível e Ambiental,1068,1065,3,0.7863485245354435,0.01085662841796875,0.01085662841796875,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 0.9, 'colsample_bytree': 1.0}","[('diff_12', 0.31905606), ('diff_1', 0.2234045), ('lag_1', 0.15282656), ('lag_12', 0.12764418), ('media_movel_12', 0.08613575)]"
TRIBUNAL DE JUSTIÇA,GABINETE DES. ITAMAR DE LIMA,202,199,3,11.85548812831893,5.150482177734375,6.821502644941327,"{'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1, 'subsample': 1.0, 'colsample_bytree': 0.9}","[('ano', 0.6037291), ('tendencia', 0.21604559), ('media_movel_6', 0.052408557), ('media_movel_3', 0.040727038), ('diff_12', 0.03271022)]"
